type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg,sequence
DATA,28784,0.638317,0.300000,13.092814,-1.184107,0.302043,1.471661,0.641427,0.021280,0.000000,384
DATA,28854,1.326480,0.300000,-1.114513,-3.592680,-0.877232,0.184654,0.000000,0.014671,0.000000,385
DATA,28924,1.558495,0.300000,18.702574,-4.404733,-1.769528,-0.364153,-0.252618,0.004227,0.000000,386
DATA,28994,0.921594,0.300000,12.848913,-2.175578,-2.000703,-1.870859,-1.159790,-0.005875,0.000000,387
DATA,29064,1.058970,0.300000,-15.199891,-2.656394,-1.952976,-1.770051,-1.915415,-0.014481,0.000000,388
DATA,29134,0.593578,0.300000,-15.321841,-1.027523,-1.904672,-1.741633,-1.950114,-0.022187,0.000000,389
DATA,29204,0.159725,0.300000,-8.858421,0.490963,-1.468369,-1.598586,-1.644614,-0.026304,0.000000,390
DATA,29274,0.646699,0.300000,-11.480374,-1.213445,-1.498585,-1.665162,-1.083045,-0.030167,0.000000,391
DATA,29344,0.258334,0.300000,-8.736470,0.145830,-1.048550,-0.884410,-0.841644,-0.028538,0.000000,392
DATA,29414,-0.143459,0.300000,8.214763,1.552108,-0.535329,-0.322116,-0.378677,-0.025224,0.000000,393
DATA,29484,-0.544296,0.300000,-4.407198,2.955036,0.256527,-0.281825,0.000000,-0.019139,0.000000,394
DATA,29554,-1.006611,0.300000,-5.565736,4.573139,1.227817,0.942803,1.081371,-0.010246,0.000000,395
DATA,29624,-0.482159,0.300000,5.348907,2.737556,1.472901,0.912317,1.133211,-0.002306,0.000000,396
DATA,29694,-0.811301,0.300000,8.397690,3.889552,1.945273,0.983970,1.941726,0.009572,0.000000,397
DATA,29764,-0.630135,0.300000,16.568428,3.255473,1.772622,1.964349,1.796409,0.017094,0.000000,398
DATA,29834,0.006794,0.300000,-8.675495,1.026223,1.337999,1.558181,0.987093,0.020290,0.000000,399
DATA,29904,-0.255250,0.300000,9.800130,1.943375,1.406267,1.963247,1.547840,0.025645,0.000000,400
DATA,29974,-0.079932,0.300000,17.300135,1.329762,1.236270,2.004587,1.207214,0.027739,0.000000,401
DATA,30044,0.132082,0.300000,41.873322,0.587713,0.685386,1.586984,1.323312,0.025082,0.000000,402
DATA,30114,0.649899,0.300000,5.105004,-1.224645,-0.120318,0.240154,0.000000,0.019639,0.000000,403
DATA,30184,1.646589,0.300000,-1.846221,-4.713060,-1.422351,-0.962847,-0.179452,0.009643,0.000000,404
DATA,30254,1.459568,0.300000,-27.760876,-4.058488,-2.222338,-2.021381,-2.197554,-0.002473,0.000000,405
DATA,30324,1.131276,0.300000,-10.443789,-2.909466,-2.271938,-2.424467,-1.842531,-0.012808,0.000000,406
DATA,30394,0.659448,0.300000,-9.163300,-1.258067,-1.988448,-1.761584,-1.783133,-0.019913,0.000000,407
DATA,30464,0.517576,0.300000,-12.577937,-0.761515,-1.682839,-1.737093,-1.901103,-0.025634,0.000000,408
DATA,30534,0.209489,0.300000,-17.821844,0.316791,-1.297914,-1.500539,-1.759812,-0.027725,0.000000,409
DATA,30604,-0.548178,0.300000,-3.553539,2.968626,-0.849561,-0.865217,-0.630305,-0.027215,0.000000,410
DATA,30674,-0.353493,0.300000,5.470858,2.287228,-0.140139,-0.262247,-0.365160,-0.024428,0.000000,411
DATA,30744,-0.206041,0.300000,-7.516957,1.771143,0.141701,-0.113439,-0.129188,-0.018974,0.000000,412
DATA,30814,-0.946313,0.300000,-4.955979,4.362095,1.179856,0.760462,0.598905,-0.009635,0.000000,413
DATA,30884,-0.605205,0.300000,16.141598,3.168219,1.514218,1.106072,1.435432,-0.001106,0.000000,414
DATA,30954,-0.368086,0.300000,4.495247,2.338301,1.493580,1.165004,1.342481,0.005854,0.000000,415
DATA,31024,-0.986195,0.300000,9.373300,4.501685,1.963421,2.043818,2.141396,0.016602,0.000000,416
DATA,31094,0.641144,0.300000,7.239152,-1.194005,1.119696,1.175869,1.203891,0.018062,0.000000,417
DATA,31164,-0.418745,0.300000,-7.760860,2.515609,1.489535,1.041299,0.486901,0.025794,0.000000,418
DATA,31234,-0.059122,0.300000,25.470873,1.256929,1.178018,1.466879,0.728779,0.026728,0.000000,419
DATA,31304,0.434642,0.300000,7.239152,-0.471248,0.575054,0.518701,0.554658,0.023748,0.000000,420
DATA,31374,0.649262,0.300000,16.446474,-1.222415,-0.239118,0.667941,0.234606,0.017791,0.000000,421
DATA,31444,1.654874,0.300000,5.775736,-4.742059,-1.689984,-1.446411,-0.727680,0.006519,0.000000,422
DATA,31514,1.661779,0.300000,0.409878,-4.766226,-2.202426,-1.784952,-1.950386,-0.003618,0.000000,423
DATA,31584,1.370252,0.300000,-24.102335,-3.745880,-2.308684,-2.073189,-2.145664,-0.012256,0.000000,424
DATA,31654,0.358378,0.300000,-9.346228,-0.204321,-1.690891,-1.631195,-1.754077,-0.017655,0.000000,425
DATA,31724,0.402601,0.300000,-8.675495,-0.359102,-1.325312,-1.575371,-1.224217,-0.021568,0.000000,426
DATA,31794,0.125259,0.300000,-4.346223,0.611594,-0.796908,-0.618220,-0.710609,-0.021192,0.000000,427
DATA,31864,-0.577101,0.300000,0.836708,3.069854,-0.088841,-0.349956,-0.422831,-0.017902,0.000000,428
DATA,31934,-0.740621,0.300000,-10.443789,3.642174,0.546219,-0.127235,-0.135740,-0.013284,0.000000,429
DATA,32004,-1.369754,0.300000,-7.882811,5.844140,1.725545,0.427051,0.920417,-0.003085,0.000000,430
DATA,32074,-0.459358,0.300000,-13.797450,2.657753,1.692646,1.200071,0.969787,0.004356,0.000000,431
DATA,32144,-0.854143,0.300000,8.580617,4.039502,1.955278,1.866119,1.837692,0.013912,0.000000,432
DATA,32214,-0.045455,0.300000,9.434277,1.209092,1.522058,1.467648,1.349602,0.018346,0.000000,433
DATA,32284,-0.646464,0.300000,12.665985,3.312624,1.737841,1.919356,1.739469,0.026034,0.000000,434
DATA,32354,-0.528607,0.300000,23.397701,2.900123,1.469042,1.403895,1.700161,0.027345,0.000000,435
DATA,32424,-0.416533,0.300000,8.885494,2.507866,0.866897,0.933246,1.445066,0.024491,0.000000,436
DATA,32494,0.788188,0.300000,3.885491,-1.708656,-0.098726,0.483386,0.334745,0.017510,0.000000,437
DATA,32564,1.605116,0.300000,0.531830,-4.567905,-1.400038,-0.704953,-0.636758,0.008320,0.000000,438
DATA,32634,1.599230,0.300000,-9.102324,-4.547303,-2.277194,-1.994587,-1.677739,-0.003748,0.000000,439
DATA,32704,1.812682,0.300000,-12.577937,-5.294385,-2.545675,-2.572431,-2.054319,-0.014701,0.000000,440
DATA,32774,0.783454,0.300000,-16.358429,-1.692088,-2.211503,-2.309245,-2.119664,-0.021574,0.000000,441
DATA,32844,0.703374,0.300000,-9.529154,-1.411808,-1.926242,-2.012949,-1.959124,-0.028272,0.000000,442
DATA,32914,0.125922,0.300000,-10.199886,0.609272,-1.332791,-1.611101,-1.617993,-0.029331,0.000000,443
DATA,32984,-0.140105,0.300000,1.324513,1.540369,-0.850921,-1.414395,-0.896306,-0.028408,0.000000,444
DATA,33054,-0.714471,0.300000,-25.687704,3.550649,0.010086,-1.062487,-0.666223,-0.023144,0.000000,445
DATA,33124,-1.117584,0.300000,-11.785253,4.961546,1.115463,0.000000,0.000000,-0.015942,0.000000,446
DATA,33194,-1.859789,0.300000,8.031836,7.559263,2.217292,1.520098,2.253466,-0.002780,0.000000,447
DATA,33264,-0.702403,0.300000,1.141586,3.508412,2.042043,2.097111,1.747942,0.005954,0.000000,448
DATA,33334,-0.440137,0.300000,9.800130,2.590482,2.019498,1.913844,1.882435,0.016641,0.000000,449
DATA,33404,-0.097710,0.300000,15.531842,1.391986,1.717107,1.864130,1.749034,0.023252,0.000000,450
DATA,33474,-0.625653,0.300000,4.312321,3.239787,1.975515,1.578214,1.913582,0.031588,0.000000,451
DATA,33544,-0.452189,0.300000,18.519648,2.632663,1.723749,1.897495,1.460754,0.034289,0.000000,452
DATA,33614,0.155091,0.300000,21.385502,0.507181,1.048059,1.279278,1.310793,0.031977,0.000000,453
DATA,33684,0.750052,0.300000,21.141602,-1.575180,0.382779,0.676759,1.131470,0.027516,0.000000,454
